name,line
HAMLET,"Like John-a-dreams, unpregnant of my cause,"
HAMLET,"And can say nothing, no, not for a king,"
HAMLET,Upon whose property and most dear life
HAMLET,A damn'd defeat was made. Am I a coward?
HAMLET,Who calls me villain? breaks my pate across?
HAMLET,"Plucks off my beard, and blows it in my face?"
HAMLET,"Tweaks me by the nose? gives me the lie i' the throat,"
HAMLET,As deep as to the lungs? who does me this?
HAMLET,Ha!
HAMLET,"'Swounds, I should take it: for it cannot be"
HAMLET,But I am pigeon-liver'd and lack gall
HAMLET,"To make oppression bitter, or ere this"
HAMLET,I should have fatted all the region kites
HAMLET,"With this slave's offal: bloody, bawdy villain!"
HAMLET,"Remorseless, treacherous, lecherous, kindless villain!"
HAMLET,"O, vengeance!"
HAMLET,"Why, what an ass am I! This is most brave,"
HAMLET,"That I, the son of a dear father murder'd,"
HAMLET,"Prompted to my revenge by heaven and hell,"
HAMLET,"Must, like a whore, unpack my heart with words,"
HAMLET,"And fall a-cursing, like a very drab,"
HAMLET,A scullion!
HAMLET,"Fie upon't! foh! About, my brain! I have heard"
HAMLET,That guilty creatures sitting at a play
HAMLET,Have by the very cunning of the scene
HAMLET,Been struck so to the soul that presently
HAMLET,"They have proclaim'd their malefactions,"
HAMLET,"For murder, though it have no tongue, will speak"
HAMLET,With most miraculous organ. I'll have these players
HAMLET,Play something like the murder of my father
HAMLET,"Before mine uncle: I'll observe his looks,"
HAMLET,"I'll tent him to the quick: if he but blench,"
HAMLET,I know my course. The spirit that I have seen
HAMLET,May be the devil: and the devil hath power
HAMLET,"To assume a pleasing shape, yea, and perhaps"
HAMLET,"Out of my weakness and my melancholy,"
HAMLET,"As he is very potent with such spirits,"
HAMLET,Abuses me to damn me: I'll have grounds
HAMLET,More relative than this: the play 's the thing
HAMLET,Wherein I'll catch the conscience of the king.
HAMLET,Exit
HAMLET,ACT III
HAMLET,SCENE I. A room in the castle.
HAMLET,"Enter KING CLAUDIUS, QUEEN GERTRUDE, POLONIUS, OPHELIA, ROSENCRANTZ, and GUILDENSTERN"
KING CLAUDIUS,"And can you, by no drift of circumstance,"
KING CLAUDIUS,"Get from him why he puts on this confusion,"
KING CLAUDIUS,Grating so harshly all his days of quiet
KING CLAUDIUS,With turbulent and dangerous lunacy?
ROSENCRANTZ,"He does confess he feels himself distracted,"
ROSENCRANTZ,But from what cause he will by no means speak.
GUILDENSTERN,"Nor do we find him forward to be sounded,"
GUILDENSTERN,"But, with a crafty madness, keeps aloof,"
GUILDENSTERN,When we would bring him on to some confession
GUILDENSTERN,Of his true state.
QUEEN GERTRUDE,Did he receive you well?
ROSENCRANTZ,Most like a gentleman.
GUILDENSTERN,But with much forcing of his disposition.
ROSENCRANTZ,"Niggard of question, but, of our demands,"
ROSENCRANTZ,Most free in his reply.
QUEEN GERTRUDE,Did you assay him?
QUEEN GERTRUDE,To any pastime?
ROSENCRANTZ,"Madam, it so fell out, that certain players"
ROSENCRANTZ,"We o'er-raught on the way: of these we told him,"
ROSENCRANTZ,And there did seem in him a kind of joy
ROSENCRANTZ,"To hear of it: they are about the court,"
ROSENCRANTZ,"And, as I think, they have already order"
ROSENCRANTZ,This night to play before him.
LORD POLONIUS,'Tis most true:
LORD POLONIUS,And he beseech'd me to entreat your majesties
LORD POLONIUS,To hear and see the matter.
KING CLAUDIUS,"With all my heart, and it doth much content me"
KING CLAUDIUS,To hear him so inclined.
KING CLAUDIUS,"Good gentlemen, give him a further edge,"
KING CLAUDIUS,And drive his purpose on to these delights.
ROSENCRANTZ,"We shall, my lord."
ROSENCRANTZ,Exeunt ROSENCRANTZ and GUILDENSTERN
KING CLAUDIUS,"Sweet Gertrude, leave us too,"
KING CLAUDIUS,"For we have closely sent for Hamlet hither,"
KING CLAUDIUS,"That he, as 'twere by accident, may here"
KING CLAUDIUS,Affront Ophelia:
KING CLAUDIUS,"Her father and myself, lawful espials,"
KING CLAUDIUS,"Will so bestow ourselves that, seeing, unseen,"
KING CLAUDIUS,"We may of their encounter frankly judge,"
KING CLAUDIUS,"And gather by him, as he is behaved,"
KING CLAUDIUS,If 't be the affliction of his love or no
KING CLAUDIUS,That thus he suffers for.
QUEEN GERTRUDE,I shall obey you.
QUEEN GERTRUDE,"And for your part, Ophelia, I do wish"
QUEEN GERTRUDE,That your good beauties be the happy cause
QUEEN GERTRUDE,Of Hamlet's wildness: so shall I hope your virtues
QUEEN GERTRUDE,"Will bring him to his wonted way again,"
QUEEN GERTRUDE,To both your honours.
OPHELIA,"Madam, I wish it may."
OPHELIA,Exit QUEEN GERTRUDE
LORD POLONIUS,"Ophelia, walk you here. Gracious, so please you,"
LORD POLONIUS,We will bestow ourselves.
LORD POLONIUS,To OPHELIA
LORD POLONIUS,"Read on this book,"
LORD POLONIUS,That show of such an exercise may colour
LORD POLONIUS,"Your loneliness. We are oft to blame in this,--"
LORD POLONIUS,'Tis too much proved--that with devotion's visage
LORD POLONIUS,And pious action we do sugar o'er
LORD POLONIUS,The devil himself.
KING CLAUDIUS,"[Aside]          O, 'tis too true!"
KING CLAUDIUS,How smart a lash that speech doth give my conscience!
KING CLAUDIUS,"The harlot's cheek, beautied with plastering art,"
KING CLAUDIUS,Is not more ugly to the thing that helps it
KING CLAUDIUS,Than is my deed to my most painted word:
KING CLAUDIUS,O heavy burthen!
LORD POLONIUS,"I hear him coming: let's withdraw, my lord."
LORD POLONIUS,Exeunt KING CLAUDIUS and POLONIUS
LORD POLONIUS,Enter HAMLET
HAMLET,"To be, or not to be: that is the question:"
HAMLET,Whether 'tis nobler in the mind to suffer
HAMLET,"The slings and arrows of outrageous fortune,"
HAMLET,"Or to take arms against a sea of troubles,"
HAMLET,"And by opposing end them? To die: to sleep,"
HAMLET,"No more, and by a sleep to say we end"
HAMLET,The heart-ache and the thousand natural shocks
HAMLET,"That flesh is heir to, 'tis a consummation"
HAMLET,"Devoutly to be wish'd. To die, to sleep,"
HAMLET,"To sleep: perchance to dream: ay, there's the rub,"
HAMLET,For in that sleep of death what dreams may come
HAMLET,"When we have shuffled off this mortal coil,"
HAMLET,Must give us pause: there's the respect
HAMLET,"That makes calamity of so long life,"
HAMLET,"For who would bear the whips and scorns of time,"
HAMLET,"The oppressor's wrong, the proud man's contumely,"
HAMLET,"The pangs of despised love, the law's delay,"
HAMLET,The insolence of office and the spurns
HAMLET,"That patient merit of the unworthy takes,"
HAMLET,When he himself might his quietus make
HAMLET,"With a bare bodkin? who would fardels bear,"
HAMLET,"To grunt and sweat under a weary life,"
HAMLET,"But that the dread of something after death,"
HAMLET,The undiscover'd country from whose bourn
HAMLET,"No traveller returns, puzzles the will"
HAMLET,And makes us rather bear those ills we have
HAMLET,Than fly to others that we know not of?
HAMLET,"Thus conscience does make cowards of us all,"
HAMLET,And thus the native hue of resolution
HAMLET,"Is sicklied o'er with the pale cast of thought,"
HAMLET,And enterprises of great pith and moment
HAMLET,"With this regard their currents turn awry,"
HAMLET,And lose the name of action.--Soft you now!
HAMLET,"The fair Ophelia! Nymph, in thy orisons"
HAMLET,Be all my sins remember'd.
OPHELIA,"Good my lord,"
OPHELIA,How does your honour for this many a day?
HAMLET,"I humbly thank you, well, well, well."
OPHELIA,"My lord, I have remembrances of yours,"
OPHELIA,"That I have longed long to re-deliver,"
OPHELIA,"I pray you, now receive them."
HAMLET,"No, not I,"
HAMLET,I never gave you aught.
OPHELIA,"My honour'd lord, you know right well you did,"
OPHELIA,"And, with them, words of so sweet breath composed"
OPHELIA,"As made the things more rich: their perfume lost,"
OPHELIA,"Take these again, for to the noble mind"
OPHELIA,Rich gifts wax poor when givers prove unkind.
OPHELIA,"There, my lord."
HAMLET,"Ha, ha! are you honest?"
OPHELIA,My lord?
HAMLET,Are you fair?
OPHELIA,What means your lordship?
HAMLET,"That if you be honest and fair, your honesty should"
HAMLET,admit no discourse to your beauty.
OPHELIA,"Could beauty, my lord, have better commerce than"
OPHELIA,with honesty?
HAMLET,"Ay, truly, for the power of beauty will sooner"
HAMLET,transform honesty from what it is to a bawd than the
HAMLET,force of honesty can translate beauty into his
HAMLET,"likeness: this was sometime a paradox, but now the"
HAMLET,time gives it proof. I did love you once.
OPHELIA,"Indeed, my lord, you made me believe so."
HAMLET,"You should not have believed me, for virtue cannot"
HAMLET,so inoculate our old stock but we shall relish of
HAMLET,it: I loved you not.
OPHELIA,I was the more deceived.
HAMLET,Get thee to a nunnery: why wouldst thou be a
HAMLET,"breeder of sinners? I am myself indifferent honest,"
HAMLET,but yet I could accuse me of such things that it
HAMLET,were better my mother had not borne me: I am very
HAMLET,"proud, revengeful, ambitious, with more offences at"
HAMLET,"my beck than I have thoughts to put them in,"
HAMLET,"imagination to give them shape, or time to act them"
HAMLET,in. What should such fellows as I do crawling
HAMLET,"between earth and heaven? We are arrant knaves,"
HAMLET,"all, believe none of us. Go thy ways to a nunnery."
HAMLET,Where's your father?
OPHELIA,"At home, my lord."
HAMLET,"Let the doors be shut upon him, that he may play the"
HAMLET,fool no where but in's own house. Farewell.
OPHELIA,"O, help him, you sweet heavens!"
HAMLET,"If thou dost marry, I'll give thee this plague for"
HAMLET,"thy dowry: be thou as chaste as ice, as pure as"
HAMLET,"snow, thou shalt not escape calumny. Get thee to a"
HAMLET,"nunnery, go: farewell. Or, if thou wilt needs"
HAMLET,"marry, marry a fool, for wise men know well enough"
HAMLET,"what monsters you make of them. To a nunnery, go,"
HAMLET,and quickly too. Farewell.
OPHELIA,"O heavenly powers, restore him!"
HAMLET,"I have heard of your paintings too, well enough, God"
HAMLET,"has given you one face, and you make yourselves"
HAMLET,"another: you jig, you amble, and you lisp, and"
HAMLET,"nick-name God's creatures, and make your wantonness"
HAMLET,"your ignorance. Go to, I'll no more on't, it hath"
HAMLET,"made me mad. I say, we will have no more marriages:"
HAMLET,"those that are married already, all but one, shall"
HAMLET,"live, the rest shall keep as they are. To a"
HAMLET,"nunnery, go."
HAMLET,Exit
OPHELIA,"O, what a noble mind is here o'erthrown!"
OPHELIA,"The courtier's, soldier's, scholar's, eye, tongue, sword,"
OPHELIA,"The expectancy and rose of the fair state,"
OPHELIA,"The glass of fashion and the mould of form,"
OPHELIA,"The observed of all observers, quite, quite down!"
OPHELIA,"And I, of ladies most deject and wretched,"
OPHELIA,"That suck'd the honey of his music vows,"
OPHELIA,"Now see that noble and most sovereign reason,"
OPHELIA,"Like sweet bells jangled, out of tune and harsh,"
OPHELIA,That unmatch'd form and feature of blown youth
OPHELIA,"Blasted with ecstasy: O, woe is me,"
OPHELIA,"To have seen what I have seen, see what I see!"
OPHELIA,Re-enter KING CLAUDIUS and POLONIUS
KING CLAUDIUS,"Love! his affections do not that way tend,"
KING CLAUDIUS,"Nor what he spake, though it lack'd form a little,"
KING CLAUDIUS,"Was not like madness. There's something in his soul,"
KING CLAUDIUS,"O'er which his melancholy sits on brood,"
KING CLAUDIUS,And I do doubt the hatch and the disclose
KING CLAUDIUS,"Will be some danger: which for to prevent,"
KING CLAUDIUS,I have in quick determination
KING CLAUDIUS,"Thus set it down: he shall with speed to England,"
KING CLAUDIUS,For the demand of our neglected tribute
KING CLAUDIUS,Haply the seas and countries different
KING CLAUDIUS,With variable objects shall expel
KING CLAUDIUS,"This something-settled matter in his heart,"
KING CLAUDIUS,Whereon his brains still beating puts him thus
KING CLAUDIUS,From fashion of himself. What think you on't?
LORD POLONIUS,It shall do well: but yet do I believe
LORD POLONIUS,The origin and commencement of his grief
LORD POLONIUS,"Sprung from neglected love. How now, Ophelia!"
LORD POLONIUS,"You need not tell us what Lord Hamlet said,"
LORD POLONIUS,"We heard it all. My lord, do as you please,"
LORD POLONIUS,"But, if you hold it fit, after the play"
LORD POLONIUS,Let his queen mother all alone entreat him
LORD POLONIUS,"To show his grief: let her be round with him,"
LORD POLONIUS,"And I'll be placed, so please you, in the ear"
LORD POLONIUS,"Of all their conference. If she find him not,"
LORD POLONIUS,"To England send him, or confine him where"
LORD POLONIUS,Your wisdom best shall think.
KING CLAUDIUS,It shall be so:
KING CLAUDIUS,Madness in great ones must not unwatch'd go.
KING CLAUDIUS,Exeunt
KING CLAUDIUS,SCENE II. A hall in the castle.
KING CLAUDIUS,Enter HAMLET and Players
HAMLET,"Speak the speech, I pray you, as I pronounced it to"
HAMLET,"you, trippingly on the tongue: but if you mouth it,"
HAMLET,"as many of your players do, I had as lief the"
HAMLET,town-crier spoke my lines. Nor do not saw the air
HAMLET,"too much with your hand, thus, but use all gently,"
HAMLET,"for in the very torrent, tempest, and, as I may say,"
HAMLET,"the whirlwind of passion, you must acquire and beget"
HAMLET,"a temperance that may give it smoothness. O, it"
HAMLET,offends me to the soul to hear a robustious
HAMLET,"periwig-pated fellow tear a passion to tatters, to"
HAMLET,"very rags, to split the ears of the groundlings, who"
HAMLET,for the most part are capable of nothing but
HAMLET,inexplicable dumbshows and noise: I would have such
HAMLET,"a fellow whipped for o'erdoing Termagant, it"
HAMLET,"out-herods Herod: pray you, avoid it."
First Player,I warrant your honour.
HAMLET,"Be not too tame neither, but let your own discretion"
HAMLET,"be your tutor: suit the action to the word, the"
HAMLET,"word to the action, with this special o'erstep not"
HAMLET,the modesty of nature: for any thing so overdone is
HAMLET,"from the purpose of playing, whose end, both at the"
HAMLET,"first and now, was and is, to hold, as 'twere, the"
HAMLET,"mirror up to nature, to show virtue her own feature,"
HAMLET,"scorn her own image, and the very age and body of"
HAMLET,"the time his form and pressure. Now this overdone,"
HAMLET,"or come tardy off, though it make the unskilful"
