name,line
OPHELIA,An you call him a-down-a.
OPHELIA,"O, how the wheel becomes it! It is the false"
OPHELIA,"steward, that stole his master's daughter."
LAERTES,This nothing's more than matter.
OPHELIA,"There's rosemary, that's for remembrance, pray,"
OPHELIA,"love, remember: and there is pansies. that's for thoughts."
LAERTES,"A document in madness, thoughts and remembrance fitted."
OPHELIA,"There's fennel for you, and columbines: there's rue"
OPHELIA,"for you, and here's some for me: we may call it"
OPHELIA,herb-grace o' Sundays: O you must wear your rue with
OPHELIA,a difference. There's a daisy: I would give you
OPHELIA,"some violets, but they withered all when my father"
OPHELIA,"died: they say he made a good end,--"
OPHELIA,Sings
OPHELIA,For bonny sweet Robin is all my joy.
LAERTES,"Thought and affliction, passion, hell itself,"
LAERTES,She turns to favour and to prettiness.
OPHELIA,[Sings]
OPHELIA,And will he not come again?
OPHELIA,And will he not come again?
OPHELIA,"No, no, he is dead:"
OPHELIA,Go to thy death-bed:
OPHELIA,He never will come again.
OPHELIA,"His beard was as white as snow,"
OPHELIA,All flaxen was his poll:
OPHELIA,"He is gone, he is gone,"
OPHELIA,And we cast away moan:
OPHELIA,God ha' mercy on his soul!
OPHELIA,"And of all Christian souls, I pray God. God be wi' ye."
OPHELIA,Exit
LAERTES,"Do you see this, O God?"
KING CLAUDIUS,"Laertes, I must commune with your grief,"
KING CLAUDIUS,"Or you deny me right. Go but apart,"
KING CLAUDIUS,Make choice of whom your wisest friends you will.
KING CLAUDIUS,And they shall hear and judge 'twixt you and me:
KING CLAUDIUS,If by direct or by collateral hand
KING CLAUDIUS,"They find us touch'd, we will our kingdom give,"
KING CLAUDIUS,"Our crown, our life, and all that we can ours,"
KING CLAUDIUS,"To you in satisfaction, but if not,"
KING CLAUDIUS,"Be you content to lend your patience to us,"
KING CLAUDIUS,And we shall jointly labour with your soul
KING CLAUDIUS,To give it due content.
LAERTES,"Let this be so,"
LAERTES,"His means of death, his obscure funeral--"
LAERTES,"No trophy, sword, nor hatchment o'er his bones,"
LAERTES,No noble rite nor formal ostentation--
LAERTES,"Cry to be heard, as 'twere from heaven to earth,"
LAERTES,That I must call't in question.
KING CLAUDIUS,"So you shall,"
KING CLAUDIUS,And where the offence is let the great axe fall.
KING CLAUDIUS,"I pray you, go with me."
KING CLAUDIUS,Exeunt
KING CLAUDIUS,SCENE VI. Another room in the castle.
KING CLAUDIUS,Enter HORATIO and a Servant
HORATIO,What are they that would speak with me?
Servant,"Sailors, sir: they say they have letters for you."
HORATIO,Let them come in.
HORATIO,Exit Servant
HORATIO,I do not know from what part of the world
HORATIO,"I should be greeted, if not from Lord Hamlet."
HORATIO,Enter Sailors
First Sailor,"God bless you, sir."
HORATIO,Let him bless thee too.
First Sailor,"He shall, sir, an't please him. There's a letter for"
First Sailor,"you, sir, it comes from the ambassador that was"
First Sailor,"bound for England, if your name be Horatio, as I am"
First Sailor,let to know it is.
HORATIO,"[Reads]  'Horatio, when thou shalt have overlooked"
HORATIO,"this, give these fellows some means to the king:"
HORATIO,they have letters for him. Ere we were two days old
HORATIO,"at sea, a pirate of very warlike appointment gave us"
HORATIO,"chase. Finding ourselves too slow of sail, we put on"
HORATIO,"a compelled valour, and in the grapple I boarded"
HORATIO,"them: on the instant they got clear of our ship, so"
HORATIO,I alone became their prisoner. They have dealt with
HORATIO,me like thieves of mercy: but they knew what they
HORATIO,"did, I am to do a good turn for them. Let the king"
HORATIO,"have the letters I have sent, and repair thou to me"
HORATIO,with as much speed as thou wouldst fly death. I
HORATIO,have words to speak in thine ear will make thee
HORATIO,"dumb, yet are they much too light for the bore of"
HORATIO,the matter. These good fellows will bring thee
HORATIO,where I am. Rosencrantz and Guildenstern hold their
HORATIO,course for England: of them I have much to tell
HORATIO,thee. Farewell.
HORATIO,"'He that thou knowest thine, HAMLET.'"
HORATIO,"Come, I will make you way for these your letters,"
HORATIO,"And do't the speedier, that you may direct me"
HORATIO,To him from whom you brought them.
HORATIO,Exeunt
HORATIO,SCENE VII. Another room in the castle.
HORATIO,Enter KING CLAUDIUS and LAERTES
KING CLAUDIUS,"Now must your conscience my acquaintance seal,"
KING CLAUDIUS,"And you must put me in your heart for friend,"
KING CLAUDIUS,"Sith you have heard, and with a knowing ear,"
KING CLAUDIUS,That he which hath your noble father slain
KING CLAUDIUS,Pursued my life.
LAERTES,It well appears: but tell me
LAERTES,"Why you proceeded not against these feats,"
LAERTES,"So crimeful and so capital in nature,"
LAERTES,"As by your safety, wisdom, all things else,"
LAERTES,You mainly were stirr'd up.
KING CLAUDIUS,"O, for two special reasons,"
KING CLAUDIUS,"Which may to you, perhaps, seem much unsinew'd,"
KING CLAUDIUS,But yet to me they are strong. The queen his mother
KING CLAUDIUS,"Lives almost by his looks, and for myself--"
KING CLAUDIUS,"My virtue or my plague, be it either which--"
KING CLAUDIUS,"She's so conjunctive to my life and soul,"
KING CLAUDIUS,"That, as the star moves not but in his sphere,"
KING CLAUDIUS,"I could not but by her. The other motive,"
KING CLAUDIUS,"Why to a public count I might not go,"
KING CLAUDIUS,"Is the great love the general gender bear him,"
KING CLAUDIUS,"Who, dipping all his faults in their affection,"
KING CLAUDIUS,"Would, like the spring that turneth wood to stone,"
KING CLAUDIUS,"Convert his gyves to graces, so that my arrows,"
KING CLAUDIUS,"Too slightly timber'd for so loud a wind,"
KING CLAUDIUS,"Would have reverted to my bow again,"
KING CLAUDIUS,And not where I had aim'd them.
LAERTES,"And so have I a noble father lost,"
LAERTES,"A sister driven into desperate terms,"
LAERTES,"Whose worth, if praises may go back again,"
LAERTES,Stood challenger on mount of all the age
LAERTES,For her perfections: but my revenge will come.
KING CLAUDIUS,Break not your sleeps for that: you must not think
KING CLAUDIUS,That we are made of stuff so flat and dull
KING CLAUDIUS,That we can let our beard be shook with danger
KING CLAUDIUS,And think it pastime. You shortly shall hear more:
KING CLAUDIUS,"I loved your father, and we love ourself,"
KING CLAUDIUS,"And that, I hope, will teach you to imagine--"
KING CLAUDIUS,Enter a Messenger
KING CLAUDIUS,How now! what news?
Messenger,"Letters, my lord, from Hamlet:"
Messenger,"This to your majesty, this to the queen."
KING CLAUDIUS,From Hamlet! who brought them?
Messenger,"Sailors, my lord, they say, I saw them not:"
Messenger,"They were given me by Claudio, he received them"
Messenger,Of him that brought them.
KING CLAUDIUS,"Laertes, you shall hear them. Leave us."
KING CLAUDIUS,Exit Messenger
KING CLAUDIUS,Reads
KING CLAUDIUS,"'High and mighty, You shall know I am set naked on"
KING CLAUDIUS,your kingdom. To-morrow shall I beg leave to see
KING CLAUDIUS,"your kingly eyes: when I shall, first asking your"
KING CLAUDIUS,"pardon thereunto, recount the occasion of my sudden"
KING CLAUDIUS,and more strange return.                  'HAMLET.'
KING CLAUDIUS,What should this mean? Are all the rest come back?
KING CLAUDIUS,"Or is it some abuse, and no such thing?"
LAERTES,Know you the hand?
KING CLAUDIUS,'Tis Hamlets character. 'Naked!
KING CLAUDIUS,"And in a postscript here, he says 'alone.'"
KING CLAUDIUS,Can you advise me?
LAERTES,"I'm lost in it, my lord. But let him come,"
LAERTES,"It warms the very sickness in my heart,"
LAERTES,"That I shall live and tell him to his teeth,"
LAERTES,'Thus didest thou.'
KING CLAUDIUS,"If it be so, Laertes--"
KING CLAUDIUS,As how should it be so? how otherwise?--
KING CLAUDIUS,Will you be ruled by me?
LAERTES,"Ay, my lord,"
LAERTES,So you will not o'errule me to a peace.
KING CLAUDIUS,"To thine own peace. If he be now return'd,"
KING CLAUDIUS,"As checking at his voyage, and that he means"
KING CLAUDIUS,"No more to undertake it, I will work him"
KING CLAUDIUS,"To an exploit, now ripe in my device,"
KING CLAUDIUS,Under the which he shall not choose but fall:
KING CLAUDIUS,"And for his death no wind of blame shall breathe,"
KING CLAUDIUS,But even his mother shall uncharge the practise
KING CLAUDIUS,And call it accident.
LAERTES,"My lord, I will be ruled,"
LAERTES,"The rather, if you could devise it so"
LAERTES,That I might be the organ.
KING CLAUDIUS,It falls right.
KING CLAUDIUS,"You have been talk'd of since your travel much,"
KING CLAUDIUS,"And that in Hamlet's hearing, for a quality"
KING CLAUDIUS,"Wherein, they say, you shine: your sum of parts"
KING CLAUDIUS,Did not together pluck such envy from him
KING CLAUDIUS,"As did that one, and that, in my regard,"
KING CLAUDIUS,Of the unworthiest siege.
LAERTES,"What part is that, my lord?"
KING CLAUDIUS,"A very riband in the cap of youth,"
KING CLAUDIUS,"Yet needful too, for youth no less becomes"
KING CLAUDIUS,The light and careless livery that it wears
KING CLAUDIUS,"Than settled age his sables and his weeds,"
KING CLAUDIUS,"Importing health and graveness. Two months since,"
KING CLAUDIUS,Here was a gentleman of Normandy:--
KING CLAUDIUS,"I've seen myself, and served against, the French,"
KING CLAUDIUS,And they can well on horseback: but this gallant
KING CLAUDIUS,"Had witchcraft in't, he grew unto his seat,"
KING CLAUDIUS,"And to such wondrous doing brought his horse,"
KING CLAUDIUS,As he had been incorpsed and demi-natured
KING CLAUDIUS,"With the brave beast: so far he topp'd my thought,"
KING CLAUDIUS,"That I, in forgery of shapes and tricks,"
KING CLAUDIUS,Come short of what he did.
LAERTES,A Norman was't?
KING CLAUDIUS,A Norman.
LAERTES,"Upon my life, Lamond."
KING CLAUDIUS,The very same.
LAERTES,I know him well: he is the brooch indeed
LAERTES,And gem of all the nation.
KING CLAUDIUS,"He made confession of you,"
KING CLAUDIUS,And gave you such a masterly report
KING CLAUDIUS,For art and exercise in your defence
KING CLAUDIUS,"And for your rapier most especially,"
KING CLAUDIUS,"That he cried out, 'twould be a sight indeed,"
KING CLAUDIUS,"If one could match you: the scrimers of their nation,"
KING CLAUDIUS,"He swore, had had neither motion, guard, nor eye,"
KING CLAUDIUS,"If you opposed them. Sir, this report of his"
KING CLAUDIUS,Did Hamlet so envenom with his envy
KING CLAUDIUS,That he could nothing do but wish and beg
KING CLAUDIUS,"Your sudden coming o'er, to play with him."
KING CLAUDIUS,"Now, out of this,--"
LAERTES,"What out of this, my lord?"
KING CLAUDIUS,"Laertes, was your father dear to you?"
KING CLAUDIUS,"Or are you like the painting of a sorrow,"
KING CLAUDIUS,A face without a heart?
LAERTES,Why ask you this?
KING CLAUDIUS,"Not that I think you did not love your father,"
KING CLAUDIUS,"But that I know love is begun by time,"
KING CLAUDIUS,"And that I see, in passages of proof,"
KING CLAUDIUS,Time qualifies the spark and fire of it.
KING CLAUDIUS,There lives within the very flame of love
KING CLAUDIUS,"A kind of wick or snuff that will abate it,"
KING CLAUDIUS,"And nothing is at a like goodness still,"
KING CLAUDIUS,"For goodness, growing to a plurisy,"
KING CLAUDIUS,Dies in his own too much: that we would do
KING CLAUDIUS,"We should do when we would, for this 'would' changes"
KING CLAUDIUS,And hath abatements and delays as many
KING CLAUDIUS,"As there are tongues, are hands, are accidents,"
KING CLAUDIUS,"And then this 'should' is like a spendthrift sigh,"
KING CLAUDIUS,"That hurts by easing. But, to the quick o' the ulcer:--"
KING CLAUDIUS,"Hamlet comes back: what would you undertake,"
KING CLAUDIUS,To show yourself your father's son in deed
KING CLAUDIUS,More than in words?
LAERTES,To cut his throat i' the church.
KING CLAUDIUS,"No place, indeed, should murder sanctuarize,"
KING CLAUDIUS,"Revenge should have no bounds. But, good Laertes,"
KING CLAUDIUS,"Will you do this, keep close within your chamber."
KING CLAUDIUS,Hamlet return'd shall know you are come home:
KING CLAUDIUS,We'll put on those shall praise your excellence
KING CLAUDIUS,And set a double varnish on the fame
KING CLAUDIUS,"The Frenchman gave you, bring you in fine together"
KING CLAUDIUS,"And wager on your heads: he, being remiss,"
KING CLAUDIUS,"Most generous and free from all contriving,"
KING CLAUDIUS,"Will not peruse the foils, so that, with ease,"
KING CLAUDIUS,"Or with a little shuffling, you may choose"
KING CLAUDIUS,"A sword unbated, and in a pass of practise"
KING CLAUDIUS,Requite him for your father.
LAERTES,I will do't:
LAERTES,"And, for that purpose, I'll anoint my sword."
LAERTES,"I bought an unction of a mountebank,"
LAERTES,"So mortal that, but dip a knife in it,"
LAERTES,"Where it draws blood no cataplasm so rare,"
LAERTES,Collected from all simples that have virtue
LAERTES,"Under the moon, can save the thing from death"
LAERTES,That is but scratch'd withal: I'll touch my point
LAERTES,"With this contagion, that, if I gall him slightly,"
LAERTES,It may be death.
KING CLAUDIUS,"Let's further think of this,"
KING CLAUDIUS,Weigh what convenience both of time and means
KING CLAUDIUS,"May fit us to our shape: if this should fail,"
KING CLAUDIUS,"And that our drift look through our bad performance,"
KING CLAUDIUS,'Twere better not assay'd: therefore this project
KING CLAUDIUS,"Should have a back or second, that might hold,"
KING CLAUDIUS,If this should blast in proof. Soft! let me see:
KING CLAUDIUS,We'll make a solemn wager on your cunnings: I ha't.
KING CLAUDIUS,When in your motion you are hot and dry--
KING CLAUDIUS,As make your bouts more violent to that end--
KING CLAUDIUS,"And that he calls for drink, I'll have prepared him"
KING CLAUDIUS,"A chalice for the nonce, whereon but sipping,"
KING CLAUDIUS,"If he by chance escape your venom'd stuck,"
KING CLAUDIUS,Our purpose may hold there.
KING CLAUDIUS,Enter QUEEN GERTRUDE
KING CLAUDIUS,"How now, sweet queen!"
QUEEN GERTRUDE,"One woe doth tread upon another's heel,"
QUEEN GERTRUDE,"So fast they follow, your sister's drown'd, Laertes."
LAERTES,"Drown'd! O, where?"
QUEEN GERTRUDE,"There is a willow grows aslant a brook,"
QUEEN GERTRUDE,"That shows his hoar leaves in the glassy stream,"
QUEEN GERTRUDE,There with fantastic garlands did she come
QUEEN GERTRUDE,"Of crow-flowers, nettles, daisies, and long purples"
QUEEN GERTRUDE,"That liberal shepherds give a grosser name,"
QUEEN GERTRUDE,But our cold maids do dead men's fingers call them:
QUEEN GERTRUDE,"There, on the pendent boughs her coronet weeds"
QUEEN GERTRUDE,"Clambering to hang, an envious sliver broke,"
QUEEN GERTRUDE,When down her weedy trophies and herself
QUEEN GERTRUDE,"Fell in the weeping brook. Her clothes spread wide,"
QUEEN GERTRUDE,"And, mermaid-like, awhile they bore her up:"
QUEEN GERTRUDE,"Which time she chanted snatches of old tunes,"
QUEEN GERTRUDE,"As one incapable of her own distress,"
QUEEN GERTRUDE,Or like a creature native and indued
QUEEN GERTRUDE,Unto that element: but long it could not be
QUEEN GERTRUDE,"Till that her garments, heavy with their drink,"
QUEEN GERTRUDE,Pull'd the poor wretch from her melodious lay
QUEEN GERTRUDE,To muddy death.
LAERTES,"Alas, then, she is drown'd?"
QUEEN GERTRUDE,"Drown'd, drown'd."
LAERTES,"Too much of water hast thou, poor Ophelia,"
LAERTES,And therefore I forbid my tears: but yet
LAERTES,"It is our trick, nature her custom holds,"
LAERTES,"Let shame say what it will: when these are gone,"
LAERTES,"The woman will be out. Adieu, my lord:"
LAERTES,"I have a speech of fire, that fain would blaze,"
LAERTES,But that this folly douts it.
LAERTES,Exit
KING CLAUDIUS,"Let's follow, Gertrude:"
KING CLAUDIUS,How much I had to do to calm his rage!
KING CLAUDIUS,"Now fear I this will give it start again,"
KING CLAUDIUS,Therefore let's follow.
KING CLAUDIUS,Exeunt
KING CLAUDIUS,ACT V
KING CLAUDIUS,SCENE I. A churchyard.
KING CLAUDIUS,"Enter two Clowns, with spades,  and c"
First Clown,Is she to be buried in Christian burial that
First Clown,wilfully seeks her own salvation?
Second Clown,I tell thee she is: and therefore make her grave
Second Clown,"straight: the crowner hath sat on her, and finds it"
Second Clown,Christian burial.
First Clown,"How can that be, unless she drowned herself in her"
First Clown,own defence?
Second Clown,"Why, 'tis found so."
First Clown,"It must be 'se offendendo,' it cannot be else. For"
First Clown,"here lies the point:  if I drown myself wittingly,"
First Clown,it argues an act: and an act hath three branches: it
First Clown,"is, to act, to do, to perform: argal, she drowned"
First Clown,herself wittingly.
Second Clown,"Nay, but hear you, goodman delver,--"
First Clown,"Give me leave. Here lies the water, good: here"
First Clown,"stands the man, good, if the man go to this water,"
First Clown,"and drown himself, it is, will he, nill he, he"
First Clown,"goes,--mark you that, but if the water come to him"
First Clown,"and drown him, he drowns not himself: argal, he"
First Clown,that is not guilty of his own death shortens not his own life.
Second Clown,But is this law?
First Clown,"Ay, marry, is't, crowner's quest law."
Second Clown,Will you ha' the truth on't? If this had not been
Second Clown,"a gentlewoman, she should have been buried out o'"
Second Clown,Christian burial.
First Clown,"Why, there thou say'st: and the more pity that"
First Clown,great folk should have countenance in this world to
First Clown,"drown or hang themselves, more than their even"
First Clown,"Christian. Come, my spade. There is no ancient"
First Clown,"gentleman but gardeners, ditchers, and grave-makers:"
First Clown,they hold up Adam's profession.
Second Clown,Was he a gentleman?
First Clown,He was the first that ever bore arms.
Second Clown,"Why, he had none."
First Clown,"What, art a heathen? How dost thou understand the"
First Clown,Scripture? The Scripture says 'Adam digged:'
First Clown,could he dig without arms? I'll put another
First Clown,question to thee: if thou answerest me not to the
First Clown,"purpose, confess thyself--"
Second Clown,Go to.
First Clown,What is he that builds stronger than either the
First Clown,"mason, the shipwright, or the carpenter?"
Second Clown,"The gallows-maker, for that frame outlives a"
Second Clown,thousand tenants.
First Clown,"I like thy wit well, in good faith: the gallows"
First Clown,"does well, but how does it well? it does well to"
First Clown,those that do in: now thou dost ill to say the
First Clown,"gallows is built stronger than the church: argal,"
First Clown,"the gallows may do well to thee. To't again, come."
Second Clown,"'Who builds stronger than a mason, a shipwright, or"
Second Clown,a carpenter?'
First Clown,"Ay, tell me that, and unyoke."
Second Clown,"Marry, now I can tell."
First Clown,To't.
Second Clown,"Mass, I cannot tell."
Second Clown,"Enter HAMLET and HORATIO, at a distance"
First Clown,"Cudgel thy brains no more about it, for your dull"
First Clown,"ass will not mend his pace with beating, and, when"
First Clown,"you are asked this question next, say 'a"
First Clown,grave-maker: 'the houses that he makes last till
First Clown,"doomsday. Go, get thee to Yaughan: fetch me a"
First Clown,stoup of liquor.
First Clown,Exit Second Clown
First Clown,He digs and sings
First Clown,"In youth, when I did love, did love,"
First Clown,"Methought it was very sweet,"
First Clown,"To contract, O, the time, for, ah, my behove,"
First Clown,"O, methought, there was nothing meet."
HAMLET,"Has this fellow no feeling of his business, that he"
HAMLET,sings at grave-making?
HORATIO,Custom hath made it in him a property of easiness.
HAMLET,'Tis e'en so: the hand of little employment hath
HAMLET,the daintier sense.
First Clown,[Sings]
First Clown,"But age, with his stealing steps,"
First Clown,"Hath claw'd me in his clutch,"
First Clown,"And hath shipped me intil the land,"
First Clown,As if I had never been such.
First Clown,Throws up a skull
HAMLET,"That skull had a tongue in it, and could sing once:"
HAMLET,"how the knave jowls it to the ground, as if it were"
HAMLET,"Cain's jaw-bone, that did the first murder! It"
HAMLET,"might be the pate of a politician, which this ass"
HAMLET,"now o'er-reaches, one that would circumvent God,"
HAMLET,might it not?
HORATIO,"It might, my lord."
HAMLET,"Or of a courtier, which could say 'Good morrow,"
HAMLET,"sweet lord! How dost thou, good lord?' This might"
HAMLET,"be my lord such-a-one, that praised my lord"
HAMLET,"such-a-one's horse, when he meant to beg it, might it not?"
HORATIO,"Ay, my lord."
HAMLET,"Why, e'en so: and now my Lady Worm's, chapless, and"
HAMLET,knocked about the mazzard with a sexton's spade:
HAMLET,"here's fine revolution, an we had the trick to"
HAMLET,"see't. Did these bones cost no more the breeding,"
HAMLET,but to play at loggats with 'em? mine ache to think on't.
First Clown,[Sings]
First Clown,"A pick-axe, and a spade, a spade,"
First Clown,For and a shrouding sheet:
First Clown,"O, a pit of clay for to be made"
First Clown,For such a guest is meet.
First Clown,Throws up another skull
HAMLET,There's another: why may not that be the skull of a
HAMLET,"lawyer? Where be his quiddities now, his quillets,"
HAMLET,"his cases, his tenures, and his tricks? why does he"
HAMLET,suffer this rude knave now to knock him about the
HAMLET,"sconce with a dirty shovel, and will not tell him of"
HAMLET,his action of battery? Hum! This fellow might be
HAMLET,"in's time a great buyer of land, with his statutes,"
HAMLET,"his recognizances, his fines, his double vouchers,"
HAMLET,"his recoveries: is this the fine of his fines, and"
HAMLET,"the recovery of his recoveries, to have his fine"
HAMLET,pate full of fine dirt? will his vouchers vouch him
HAMLET,"no more of his purchases, and double ones too, than"
HAMLET,the length and breadth of a pair of indentures? The
HAMLET,very conveyances of his lands will hardly lie in
HAMLET,"this box, and must the inheritor himself have no more, ha?"
HORATIO,"Not a jot more, my lord."
HAMLET,Is not parchment made of sheepskins?
HORATIO,"Ay, my lord, and of calf-skins too."
HAMLET,They are sheep and calves which seek out assurance
HAMLET,in that. I will speak to this fellow. Whose
HAMLET,"grave's this, sirrah?"
First Clown,"Mine, sir."
First Clown,Sings
First Clown,"O, a pit of clay for to be made"
First Clown,For such a guest is meet.
HAMLET,"I think it be thine, indeed, for thou liest in't."
First Clown,"You lie out on't, sir, and therefore it is not"
First Clown,"yours: for my part, I do not lie in't, and yet it is mine."
HAMLET,"'Thou dost lie in't, to be in't and say it is thine:"
HAMLET,"'tis for the dead, not for the quick, therefore thou liest."
First Clown,"'Tis a quick lie, sir, 'twill away gain, from me to"
First Clown,you.
HAMLET,What man dost thou dig it for?
First Clown,"For no man, sir."
HAMLET,"What woman, then?"
First Clown,"For none, neither."
HAMLET,Who is to be buried in't?
First Clown,"One that was a woman, sir, but, rest her soul, she's dead."
HAMLET,How absolute the knave is! we must speak by the
HAMLET,"card, or equivocation will undo us. By the Lord,"
HAMLET,"Horatio, these three years I have taken a note of"
HAMLET,"it, the age is grown so picked that the toe of the"
HAMLET,"peasant comes so near the heel of the courtier, he"
HAMLET,gaffs his kibe. How long hast thou been a
HAMLET,grave-maker?
First Clown,"Of all the days i' the year, I came to't that day"
First Clown,that our last king Hamlet overcame Fortinbras.
HAMLET,How long is that since?
First Clown,Cannot you tell that? every fool can tell that: it
First Clown,"was the very day that young Hamlet was born, he that"
First Clown,"is mad, and sent into England."
HAMLET,"Ay, marry, why was he sent into England?"
First Clown,"Why, because he was mad: he shall recover his wits"
First Clown,"there, or, if he do not, it's no great matter there."
HAMLET,Why?
First Clown,"'Twill, a not be seen in him there, there the men"
First Clown,are as mad as he.
HAMLET,How came he mad?
First Clown,"Very strangely, they say."
HAMLET,How strangely?
First Clown,"Faith, e'en with losing his wits."
HAMLET,Upon what ground?
First Clown,"Why, here in Denmark: I have been sexton here, man"
First Clown,"and boy, thirty years."
HAMLET,How long will a man lie i' the earth ere he rot?
First Clown,"I' faith, if he be not rotten before he die--as we"
First Clown,"have many pocky corses now-a-days, that will scarce"
First Clown,hold the laying in--he will last you some eight year
First Clown,or nine year: a tanner will last you nine year.
HAMLET,Why he more than another?
First Clown,"Why, sir, his hide is so tanned with his trade, that"
First Clown,"he will keep out water a great while, and your water"
First Clown,is a sore decayer of your whoreson dead body.
First Clown,"Here's a skull now, this skull has lain in the earth"
First Clown,three and twenty years.
HAMLET,Whose was it?
First Clown,A whoreson mad fellow's it was: whose do you think it was?
HAMLET,"Nay, I know not."
First Clown,A pestilence on him for a mad rogue! a' poured a
First Clown,"flagon of Rhenish on my head once. This same skull,"
First Clown,"sir, was Yorick's skull, the king's jester."
HAMLET,This?
First Clown,E'en that.
HAMLET,Let me see.
HAMLET,Takes the skull
HAMLET,"Alas, poor Yorick! I knew him, Horatio: a fellow"
HAMLET,"of infinite jest, of most excellent fancy: he hath"
HAMLET,"borne me on his back a thousand times, and now, how"
HAMLET,abhorred in my imagination it is! my gorge rims at
HAMLET,it. Here hung those lips that I have kissed I know
HAMLET,not how oft. Where be your gibes now? your
HAMLET,"gambols? your songs? your flashes of merriment,"
HAMLET,that were wont to set the table on a roar? Not one
HAMLET,"now, to mock your own grinning? quite chap-fallen?"
HAMLET,"Now get you to my lady's chamber, and tell her, let"
HAMLET,"her paint an inch thick, to this favour she must"
HAMLET,"come, make her laugh at that. Prithee, Horatio, tell"
HAMLET,me one thing.
HORATIO,"What's that, my lord?"
HAMLET,Dost thou think Alexander looked o' this fashion i'
HAMLET,the earth?
HORATIO,E'en so.
HAMLET,And smelt so? pah!
HAMLET,Puts down the skull
HORATIO,"E'en so, my lord."
HAMLET,"To what base uses we may return, Horatio! Why may"
HAMLET,"not imagination trace the noble dust of Alexander,"
HAMLET,till he find it stopping a bung-hole?
HORATIO,"'Twere to consider too curiously, to consider so."
HAMLET,"No, faith, not a jot, but to follow him thither with"
HAMLET,"modesty enough, and likelihood to lead it: as"
HAMLET,"thus: Alexander died, Alexander was buried,"
HAMLET,"Alexander returneth into dust, the dust is earth, of"
HAMLET,"earth we make loam, and why of that loam, whereto he"
HAMLET,"was converted, might they not stop a beer-barrel?"
HAMLET,"Imperious Caesar, dead and turn'd to clay,"
HAMLET,Might stop a hole to keep the wind away:
HAMLET,"O, that that earth, which kept the world in awe,"
HAMLET,Should patch a wall to expel the winter flaw!
HAMLET,But soft! but soft! aside: here comes the king.
HAMLET,"Enter Priest,  and c. in procession, the Corpse of  OPHELIA, LAERTES and Mourners following, KING CLAUDIUS, QUEEN GERTRUDE, their trains,  and c"
HAMLET,"The queen, the courtiers: who is this they follow?"
HAMLET,And with such maimed rites? This doth betoken
HAMLET,The corse they follow did with desperate hand
HAMLET,Fordo its own life: 'twas of some estate.
HAMLET,"Couch we awhile, and mark."
HAMLET,Retiring with HORATIO
LAERTES,What ceremony else?
HAMLET,"That is Laertes,"
HAMLET,A very noble youth: mark.
LAERTES,What ceremony else?
First Priest,Her obsequies have been as far enlarged
First Priest,"As we have warrantise: her death was doubtful,"
First Priest,"And, but that great command o'ersways the order,"
First Priest,She should in ground unsanctified have lodged
First Priest,"Till the last trumpet: for charitable prayers,"
First Priest,"Shards, flints and pebbles should be thrown on her,"
First Priest,"Yet here she is allow'd her virgin crants,"
First Priest,Her maiden strewments and the bringing home
First Priest,Of bell and burial.
LAERTES,Must there no more be done?
First Priest,No more be done:
First Priest,We should profane the service of the dead
First Priest,To sing a requiem and such rest to her
First Priest,As to peace-parted souls.
LAERTES,Lay her i' the earth:
LAERTES,And from her fair and unpolluted flesh
LAERTES,"May violets spring! I tell thee, churlish priest,"
LAERTES,"A ministering angel shall my sister be,"
LAERTES,When thou liest howling.
HAMLET,"What, the fair Ophelia!"
QUEEN GERTRUDE,Sweets to the sweet: farewell!
QUEEN GERTRUDE,Scattering flowers
QUEEN GERTRUDE,"I hoped thou shouldst have been my Hamlet's wife,"
QUEEN GERTRUDE,"I thought thy bride-bed to have deck'd, sweet maid,"
QUEEN GERTRUDE,And not have strew'd thy grave.
LAERTES,"O, treble woe"
LAERTES,"Fall ten times treble on that cursed head,"
LAERTES,Whose wicked deed thy most ingenious sense
LAERTES,"Deprived thee of! Hold off the earth awhile,"
LAERTES,Till I have caught her once more in mine arms:
LAERTES,Leaps into the grave
LAERTES,"Now pile your dust upon the quick and dead,"
LAERTES,"Till of this flat a mountain you have made,"
LAERTES,"To o'ertop old Pelion, or the skyish head"
LAERTES,Of blue Olympus.
HAMLET,[Advancing]     What is he whose grief
HAMLET,Bears such an emphasis? whose phrase of sorrow
HAMLET,"Conjures the wandering stars, and makes them stand"
HAMLET,"Like wonder-wounded hearers? This is I,"
HAMLET,Hamlet the Dane.
HAMLET,Leaps into the grave
LAERTES,The devil take thy soul!
LAERTES,Grappling with him
HAMLET,Thou pray'st not well.
HAMLET,"I prithee, take thy fingers from my throat,"
HAMLET,"For, though I am not splenitive and rash,"
HAMLET,"Yet have I something in me dangerous,"
HAMLET,Which let thy wiseness fear: hold off thy hand.
KING CLAUDIUS,Pluck them asunder.
QUEEN GERTRUDE,"Hamlet, Hamlet!"
All,"Gentlemen,--"
HORATIO,"Good my lord, be quiet."
HORATIO,"The Attendants part them, and they come out of the grave"
HAMLET,Why I will fight with him upon this theme
HAMLET,Until my eyelids will no longer wag.
QUEEN GERTRUDE,"O my son, what theme?"
HAMLET,I loved Ophelia: forty thousand brothers
HAMLET,"Could not, with all their quantity of love,"
HAMLET,Make up my sum. What wilt thou do for her?
KING CLAUDIUS,"O, he is mad, Laertes."
